job_indexed_id,source,source_job_id,url,company_name,title_raw,title_clean,description_clean_excerpt,pred_normalized_title,pred_role_family,pred_seniority,pred_employment_type,pred_location_type,pred_city,pred_country,pred_salary_min,pred_salary_max,pred_salary_currency,gold_normalized_title,gold_role_family,gold_experience_years_min,gold_experience_years_max,gold_experience_required,gold_education_level,gold_degree_required,gold_soft_skills,gold_location_type,gold_country,gold_location_city,gold_employment_type,gold_seniority,gold_language_requirements,gold_salary_min,gold_salary_max,gold_salary_currency,gold_salary_period,gold_tools_tech,labeler,review_status,notes,label_source,label_model,label_confidence,needs_review,review_categories,primary_review_category,missing_core_count
1966,greenhouse,7615804,https://job-boards.greenhouse.io/capco/jobs/7615804,,,,,other,other,,,,,PL,,,,,other,,,0,,,,,PL,,,unspecified,,,,,,,,in_review,"Title and role family are not specified, experience and employment type are unknown. | rule_review: missing_normalized_title,too_many_core_fields_missing",ollama,qwen2.5:7b,0.500,1,low_confidence|missing_normalized_title|too_many_core_fields_missing,low_confidence,3
579,greenhouse,4520713005,https://job-boards.greenhouse.io/gleanwork/jobs/4520713005,,,,,other,other,,,,New York City,,,,,,other,,,0,,,,onsite,US,New York City,full_time,unspecified,,,,,,,,in_review,"City and country are specified, but other details are missing. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.500,1,low_confidence|missing_normalized_title,low_confidence,1
714,greenhouse,4624272005,https://job-boards.greenhouse.io/gleanwork/jobs/4624272005,,,,,other,other,,,,Bangalore,IN,,,,,other,,,0,,,,onsite,IN,Bangalore,,unspecified,,,,,,,,in_review,"Title and role family are unknown, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
1967,greenhouse,7619015,https://job-boards.greenhouse.io/capco/jobs/7619015,,,,,other,other,,,,,IN,,,,,other,,,0,,,,,IN,,,unspecified,,,,,,,,in_review,"Title and role family are not specified, experience and employment type are unknown. | rule_review: missing_normalized_title,too_many_core_fields_missing",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|too_many_core_fields_missing,low_confidence,3
362,greenhouse,7334725,https://job-boards.greenhouse.io/canonical/jobs/7334725,,,,,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in_review,"Pred values are all 'other' or missing, indicating low confidence and ambiguity. | rule_review: missing_normalized_title,missing_role_family,too_many_core_fields_missing",ollama,qwen2.5:7b,0.150,1,low_confidence|missing_normalized_title|missing_role_family|too_many_core_fields_missing|sparse_output,low_confidence,5
1287,greenhouse,7562875003,https://job-boards.greenhouse.io/celonis/jobs/7562875003?gh_jid=7562875003,,,,,other,other,,,,Bangalore,IN,,,,,other,,,0,,,,onsite,IN,Bangalore,,unspecified,,,,,,,,in_review,"Title and role family are unknown, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
1171,greenhouse,7606552003,https://job-boards.greenhouse.io/celonis/jobs/7606552003?gh_jid=7606552003,,,,,other,other,,,,London,GB,,,,,other,,,0,,,,onsite,GB,London,unspecified,unspecified,,,,,,,,in_review,"Title and role family are unknown, experience and education details are missing, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,1
459,greenhouse,5359697,https://job-boards.greenhouse.io/canonical/jobs/5359697,,,,,other,other,,,,Home Based - Americas,,,,,,,,,,,,,remote,,Home Based - Americas,unspecified,unspecified,,,,,,,,in_review,"Location is specified as 'Home Based - Americas', which could be interpreted in multiple ways, and other fields are missing. | rule_review: missing_normalized_title,missing_role_family",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|missing_role_family|location_without_country,low_confidence,2
1435,greenhouse,7185407,https://job-boards.greenhouse.io/appier/jobs/7185407,,,,,other,other,,,,Taipei,,,,,,other,,,0,,,,onsite,TW,Taipei,,unspecified,,,,,,,,in_review,"City is specified but country is missing, and other fields are unknown. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
1639,greenhouse,7168449,https://job-boards.greenhouse.io/capco/jobs/7168449,,,,,other,other,,,,India - Bengaluru,IN,,,,,,,,0,,,,onsite,IN,Bengaluru,unspecified,unspecified,,,,,,,,in_review,"Title and role family are not provided, experience and education details are missing, employment type is unspecified. | rule_review: missing_normalized_title,missing_role_family",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|missing_role_family,low_confidence,2
1295,greenhouse,7621083003,https://job-boards.greenhouse.io/celonis/jobs/7621083003?gh_jid=7621083003,,,,,other,other,,,,New York,US,,,,,other,,,0,,,,onsite,US,New York,unspecified,unspecified,,,,,,,,in_review,"Title and role family are unknown, experience and education details are missing, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.500,1,low_confidence|missing_normalized_title,low_confidence,1
1737,greenhouse,7653275,https://job-boards.greenhouse.io/capco/jobs/7653275,,,,,other,other,,,,Belgium - Brussels,,,,,,other,,,0,,,,onsite,,Brussels,unspecified,unspecified,,,,,,,,in_review,"Location and country are specified, but other details are missing. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|location_without_country,low_confidence,1
345,greenhouse,5291040,https://job-boards.greenhouse.io/canonical/jobs/5291040,,,,,other,other,,,,Home Based - Americas,,,,,,,,,,,,,remote,,Home Based - Americas,unspecified,unspecified,,,,,,,,in_review,"Location is specified as 'Home Based - Americas', which could be interpreted in multiple ways, and other fields are missing. | rule_review: missing_normalized_title,missing_role_family",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|missing_role_family|location_without_country,low_confidence,2
1882,greenhouse,7532921,https://job-boards.greenhouse.io/capco/jobs/7532921,,,,,other,other,,,,China - Hong Kong,,,,,,,,,,,,,,CN,Hong Kong,,,,,,,,,,in_review,"Location information is partially provided, country and city are specified but the location type is unknown. Confidence is below threshold. | rule_review: missing_normalized_title,missing_role_family,too_many_core_fields_missing",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|missing_role_family|too_many_core_fields_missing|sparse_output,low_confidence,5
1402,greenhouse,7343057,https://job-boards.greenhouse.io/appier/jobs/7343057,,,,,other,other,,,,Tokyo,,,,,,other,,,0,,,,onsite,,Tokyo,unspecified,unspecified,,,,,,,,in_review,"Location and country are specified, but other details are missing. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|location_without_country,low_confidence,1
730,greenhouse,4659383005,https://job-boards.greenhouse.io/gleanwork/jobs/4659383005,,,,,other,other,,,,Bangalore,IN,,,,,other,,,0,,,,onsite,IN,Bangalore,,unspecified,,,,,,,,in_review,"Title and role family are unknown, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
358,greenhouse,6980706,https://job-boards.greenhouse.io/canonical/jobs/6980706,,,,,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in_review,"Pred values are all 'other' or missing, indicating low confidence and ambiguity. | rule_review: missing_normalized_title,missing_role_family,too_many_core_fields_missing",ollama,qwen2.5:7b,0.150,1,low_confidence|missing_normalized_title|missing_role_family|too_many_core_fields_missing|sparse_output,low_confidence,5
1657,greenhouse,7618782,https://job-boards.greenhouse.io/capco/jobs/7618782,,,,,other,other,,,,India - Bengaluru,IN,,,,,,,,0,,,,onsite,IN,Bengaluru,unspecified,unspecified,,,,,,,,in_review,"Title and role family are not provided, experience and education details are missing, employment type is unspecified. | rule_review: missing_normalized_title,missing_role_family",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|missing_role_family,low_confidence,2
1393,greenhouse,7372293,https://job-boards.greenhouse.io/appier/jobs/7372293,,,,,other,other,,,,Jakarta,,,,,,other,,,0,,,,onsite,,Jakarta,,,,,,,,,,in_review,"Title and role family are unknown, location country is inferred from city. | rule_review: missing_normalized_title,too_many_core_fields_missing",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|location_without_country|too_many_core_fields_missing,low_confidence,3
1634,greenhouse,5576793,https://job-boards.greenhouse.io/capco/jobs/5576793,,,,,other,other,,,,Czech Republic - Prague,,,,,,other,,,0,,,,onsite,,Prague,unspecified,unspecified,,,,,,,,in_review,"Location and country are specified, but other details are missing or ambiguous. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|location_without_country,low_confidence,1
1304,greenhouse,7493242003,https://job-boards.greenhouse.io/celonis/jobs/7493242003?gh_jid=7493242003,,,,,other,other,,,,Bangalore,IN,,,,,other,,,0,,,,onsite,IN,Bangalore,,unspecified,,,,,,,,in_review,"Title and role family are unknown, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
667,greenhouse,4657520005,https://job-boards.greenhouse.io/gleanwork/jobs/4657520005,,,,,other,other,,,,San Francisco Bay Area,,,,,,other,,,0,,,,onsite,US,San Francisco Bay Area,full_time,unspecified,,,,,,,,in_review,City is specified but country is unknown; salary details are missing. | rule_review: missing_normalized_title,ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,1
275,greenhouse,6132532,https://job-boards.greenhouse.io/canonical/jobs/6132532,,,,,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in_review,"Pred values are all 'other' or missing, indicating low confidence and ambiguity. | rule_review: missing_normalized_title,missing_role_family,too_many_core_fields_missing",ollama,qwen2.5:7b,0.150,1,low_confidence|missing_normalized_title|missing_role_family|too_many_core_fields_missing|sparse_output,low_confidence,5
637,greenhouse,4600865005,https://job-boards.greenhouse.io/gleanwork/jobs/4600865005,,,,,other,other,,,,San Francisco Bay Area,,,,,,other,,,0,,,,onsite,US,San Francisco Bay Area,full_time,unspecified,,,,,,,,in_review,City is specified but country is unknown; salary details are missing. | rule_review: missing_normalized_title,ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,1
1560,greenhouse,7095488,https://job-boards.greenhouse.io/capco/jobs/7095488,,,,,other,other,,,,India - Mumbai,IN,,,,,other,,,0,,,,onsite,IN,Mumbai,unspecified,unspecified,,,,,,,,in_review,"Location and country are specified, but other details are missing or unknown. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,1
487,greenhouse,6222476,https://job-boards.greenhouse.io/canonical/jobs/6222476,,,,,other,other,,,,Home Based - Americas,,,,,,,,,,,,,remote,,Home Based - Americas,unspecified,unspecified,,,,,,,,in_review,"Location is specified as 'Home Based - Americas', which could be interpreted in multiple ways, and other fields are missing. | rule_review: missing_normalized_title,missing_role_family",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|missing_role_family|location_without_country,low_confidence,2
1316,greenhouse,7618766003,https://job-boards.greenhouse.io/celonis/jobs/7618766003?gh_jid=7618766003,,,,,other,other,,,,Raleigh,US,,,,,other,,,0,,,,onsite,US,Raleigh,unspecified,unspecified,,,,,,,,in_review,"Title and role family are unknown, experience and education details are missing, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,1
1617,greenhouse,7536407,https://job-boards.greenhouse.io/capco/jobs/7536407,,,,,other,other,,,,US - New York,,,,,,other,,,0,,,,onsite,US,New York,unspecified,unspecified,,,,,,,,in_review,"Location and country are provided but not fully consistent, needs more context. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,1
994,greenhouse,8425563002,https://job-boards.greenhouse.io/levio/jobs/8425563002,,,,,other,other,,,,Montreal,CA,,,,,other,,,0,,,,onsite,CA,Montreal,,unspecified,,,,,,,,in_review,"Title and role family are unknown, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
364,greenhouse,6394147,https://job-boards.greenhouse.io/canonical/jobs/6394147,,,,,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in_review,"Pred values are all 'other' or missing, indicating low confidence and ambiguity. | rule_review: missing_normalized_title,missing_role_family,too_many_core_fields_missing",ollama,qwen2.5:7b,0.150,1,low_confidence|missing_normalized_title|missing_role_family|too_many_core_fields_missing|sparse_output,low_confidence,5
1357,greenhouse,6677419,https://job-boards.greenhouse.io/appier/jobs/6677419,,,,,other,other,,,,San Francisco,US,,,,,other,,,0,,,,onsite,US,San Francisco,,unspecified,,,,,,,,in_review,"Title and role family are unknown, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.500,1,low_confidence|missing_normalized_title,low_confidence,2
1945,greenhouse,7613220,https://job-boards.greenhouse.io/capco/jobs/7613220,,,,,other,other,,,,China - Hong Kong,,,,,,,,,,,,,,CN,Hong Kong,,,,,,,,,,in_review,"Location information is partially provided, country and city are specified but the location type is unknown. Confidence is below threshold. | rule_review: missing_normalized_title,missing_role_family,too_many_core_fields_missing",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|missing_role_family|too_many_core_fields_missing|sparse_output,low_confidence,5
983,greenhouse,7183520,https://job-boards.greenhouse.io/gofundme/jobs/7183520,,,,,other,other,,,,San Francisco,CA,,,,,other,,,0,,,,onsite,CA,San Francisco,,unspecified,,,,,,,,in_review,"Title and role family are not provided, employment type is missing, salary details are unknown. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
297,greenhouse,6189337,https://job-boards.greenhouse.io/canonical/jobs/6189337,,,,,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in_review,"Pred values are all 'other' or missing, indicating low confidence and ambiguity. | rule_review: missing_normalized_title,missing_role_family,too_many_core_fields_missing",ollama,qwen2.5:7b,0.150,1,low_confidence|missing_normalized_title|missing_role_family|too_many_core_fields_missing|sparse_output,low_confidence,5
1204,greenhouse,7566091003,https://job-boards.greenhouse.io/celonis/jobs/7566091003?gh_jid=7566091003,,,,,other,other,,,,Madrid,ES,,,,,other,,,0,,,,onsite,ES,Madrid,,unspecified,,,,,,,,in_review,"Title and role family are unknown, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
1832,greenhouse,6920243,https://job-boards.greenhouse.io/capco/jobs/6920243,,,,,other,other,,,,Malaysia - Kuala Lumpur,,,,,,,,,,,,,onsite,,Kuala Lumpur,unspecified,unspecified,,,,,,,,in_review,"Location and city are specified, but other details are missing or ambiguous. | rule_review: missing_normalized_title,missing_role_family",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|missing_role_family|location_without_country,low_confidence,2
1539,greenhouse,7253483,https://job-boards.greenhouse.io/capco/jobs/7253483,,,,,other,other,,,,India - Bengaluru,IN,,,,,,,,0,,,,onsite,IN,Bengaluru,unspecified,unspecified,,,,,,,,in_review,"Title and role family are not provided, experience and education details are missing, employment type is unspecified. | rule_review: missing_normalized_title,missing_role_family",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|missing_role_family,low_confidence,2
1537,greenhouse,7663121,https://job-boards.greenhouse.io/capco/jobs/7663121,,,,,other,other,,,,US - New York,,,,,,other,,,0,,,,onsite,US,New York,unspecified,unspecified,,,,,,,,in_review,"Location and country are provided but not fully consistent, needs more context. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,1
538,greenhouse,2804965,https://job-boards.greenhouse.io/canonical/jobs/2804965,,,,,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in_review,"Pred values are all 'other' or missing, indicating low confidence and ambiguity. | rule_review: missing_normalized_title,missing_role_family,too_many_core_fields_missing",ollama,qwen2.5:7b,0.150,1,low_confidence|missing_normalized_title|missing_role_family|too_many_core_fields_missing|sparse_output,low_confidence,5
1431,greenhouse,6820898,https://job-boards.greenhouse.io/appier/jobs/6820898,,,,,other,other,,,,Taipei,,,,,,other,,,0,,,,onsite,TW,Taipei,,unspecified,,,,,,,,in_review,"City is specified but country is missing, and other fields are unknown. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
1970,greenhouse,7534076,https://job-boards.greenhouse.io/capco/jobs/7534076,,,,,other,other,,,,UK - London,,,,,,other,,,0,,,,onsite,GB,London,unspecified,unspecified,,,,,,,,in_review,"Location and country are specified, but other details are missing. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,1
1940,greenhouse,7365335,https://job-boards.greenhouse.io/capco/jobs/7365335,,,,,other,other,,,,Canada - Toronto,CA,,,,,,,,,,,,onsite,CA,Canada - Toronto,unspecified,unspecified,,,,,,,,in_review,"Title and role family are not provided, experience, education level, employment type, seniority, salary details, and tools/tech are unknown. | rule_review: missing_normalized_title,missing_role_family",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|missing_role_family,low_confidence,2
1133,greenhouse,6048490003,https://job-boards.greenhouse.io/celonis/jobs/6048490003?gh_jid=6048490003,,,,,other,other,,,,Munich,DE,,,,,other,,,0,,,,onsite,DE,Munich,unspecified,unspecified,,,,,,,,in_review,"Title and role family are unknown, experience and education details are missing, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.500,1,low_confidence|missing_normalized_title,low_confidence,1
1396,greenhouse,1510668,https://job-boards.greenhouse.io/appier/jobs/1510668,,,,,other,other,,,,Tokyo,,,,,,other,,,0,,,,onsite,,Tokyo,unspecified,unspecified,,,,,,,,in_review,"Location and country are specified, but other details are missing. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|location_without_country,low_confidence,1
75,greenhouse,7425784,https://job-boards.greenhouse.io/smartsheet/jobs/7425784,,,,,other,other,,,,Bangalore,IN,,,,,other,,,0,,,,onsite,IN,Bangalore,,unspecified,,,,,,,,in_review,"Title and role family are unknown, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
1660,greenhouse,7379906,https://job-boards.greenhouse.io/capco/jobs/7379906,,,,,other,other,,,,Brazil - Sao Paulo,,,,,,other,,,0,,,,onsite,BR,Sao Paulo,unspecified,unspecified,,,,,,,,in_review,"Location and country are provided, but other details are missing. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,1
1475,greenhouse,7619318,https://job-boards.greenhouse.io/datacamp/jobs/7619318,,,,,other,other,,,,Belgium,US,,,,,other,,,0,,,,onsite,US,Belgium,,unspecified,,,,,,,,in_review,Location is ambiguous (Belgium in US context) | rule_review: missing_normalized_title,ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
1478,greenhouse,7324825,https://job-boards.greenhouse.io/datacamp/jobs/7324825,,,,,other,other,,,,London,GB,,,,,other,,,0,,,,onsite,GB,London,unspecified,unspecified,,,,,,,,in_review,"Title and role family are unknown, experience and education details are missing, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,1
1426,greenhouse,7019766,https://job-boards.greenhouse.io/appier/jobs/7019766,,,,,other,other,,,,Tokyo,,,,,,other,,,0,,,,onsite,,Tokyo,unspecified,unspecified,,,,,,,,in_review,"Location and country are specified, but other details are missing. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|location_without_country,low_confidence,1
595,greenhouse,4652361005,https://job-boards.greenhouse.io/gleanwork/jobs/4652361005,,,,,other,other,,,,London,GB,,,,,other,,,0,,,,onsite,GB,London,unspecified,unspecified,,,,,,,,in_review,"Title and role family are unknown, experience and education details are missing, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,1
1854,greenhouse,7558766,https://job-boards.greenhouse.io/capco/jobs/7558766,,,,,other,other,,,,Canada - Toronto,CA,,,,,,,,,,,,onsite,CA,Canada - Toronto,unspecified,unspecified,,,,,,,,in_review,"Title and role family are not provided, experience, education level, employment type, seniority, salary details, and tools/tech are unknown. | rule_review: missing_normalized_title,missing_role_family",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|missing_role_family,low_confidence,2
1418,greenhouse,6568368,https://job-boards.greenhouse.io/appier/jobs/6568368,,,,,other,other,,,,Taipei,,,,,,other,,,0,,,,onsite,TW,Taipei,,unspecified,,,,,,,,in_review,"City is specified but country is missing, and other fields are unknown. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
87,greenhouse,7641389,https://job-boards.greenhouse.io/smartsheet/jobs/7641389,,,,,other,other,,,,San Jose,CR,,,,,other,,,0,,,,onsite,CR,San Jose,,unspecified,,,,,,,,in_review,"Location and country are specified, but other details are missing. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
1163,greenhouse,7640708003,https://job-boards.greenhouse.io/celonis/jobs/7640708003?gh_jid=7640708003,,,,,other,other,,,,Copenhagen,,,,,,other,,,0,,,,onsite,,Copenhagen,unspecified,unspecified,,,,,,,,in_review,"City and country are known, but other details are missing or ambiguous. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|location_without_country,low_confidence,1
114,greenhouse,7384222,https://job-boards.greenhouse.io/smartsheet/jobs/7384222,,,,,other,other,,,,Bangalore,IN,,,,,other,,,0,,,,onsite,IN,Bangalore,,unspecified,,,,,,,,in_review,"Title and role family are unknown, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
428,greenhouse,2955155,https://job-boards.greenhouse.io/canonical/jobs/2955155,,,,,other,other,,,,London,GB,,,,,other,,,0,,,,onsite,GB,London,unspecified,unspecified,,,,,,,,in_review,"Title and role family are unknown, experience and education details are missing, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,1
386,greenhouse,6633605,https://job-boards.greenhouse.io/canonical/jobs/6633605,,,,,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in_review,"Pred values are all 'other' or missing, indicating low confidence and ambiguity. | rule_review: missing_normalized_title,missing_role_family,too_many_core_fields_missing",ollama,qwen2.5:7b,0.150,1,low_confidence|missing_normalized_title|missing_role_family|too_many_core_fields_missing|sparse_output,low_confidence,5
397,greenhouse,5396437,https://job-boards.greenhouse.io/canonical/jobs/5396437,,,,,other,other,,,,Beijing,,,,,,other,,,0,,,,onsite,CN,Beijing,full_time,unspecified,,,,,,,,in_review,"Location and employment type are clear, but other details such as role family, experience, education level, salary, etc., are missing or ambiguous. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,1
657,greenhouse,4486297005,https://job-boards.greenhouse.io/gleanwork/jobs/4486297005,,,,,other,other,,,,Nashville,TN,,,,,other,,,0,,,,,TN,Nashville,,unspecified,,,,,,,,in_review,"Location is given as TN which could be the state abbreviation for Tennessee or a country code, needs clarification. | rule_review: missing_normalized_title,too_many_core_fields_missing",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|too_many_core_fields_missing,low_confidence,3
1375,greenhouse,1501726,https://job-boards.greenhouse.io/appier/jobs/1501726,,,,,other,other,,,,Taipei,,,,,,other,,,0,,,,onsite,TW,Taipei,,unspecified,,,,,,,,in_review,"City is specified but country is missing, and other fields are unknown. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
410,greenhouse,7490812,https://job-boards.greenhouse.io/canonical/jobs/7490812,,,,,other,other,,,,Home Based - Americas,,,,,,,,,,,,,remote,,Home Based - Americas,unspecified,unspecified,,,,,,,,in_review,"Location is specified as 'Home Based - Americas', which could be interpreted in multiple ways, and other fields are missing. | rule_review: missing_normalized_title,missing_role_family",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|missing_role_family|location_without_country,low_confidence,2
1976,greenhouse,7578368,https://job-boards.greenhouse.io/capco/jobs/7578368,,,,,other,other,,,,,PL,,,,,other,,,0,,,,,PL,,,unspecified,,,,,,,,in_review,"Title and role family are not specified, experience and employment type are unknown. | rule_review: missing_normalized_title,too_many_core_fields_missing",ollama,qwen2.5:7b,0.500,1,low_confidence|missing_normalized_title|too_many_core_fields_missing,low_confidence,3
1481,greenhouse,7442871,https://job-boards.greenhouse.io/datacamp/jobs/7442871,,,,,other,other,,,,United States - East Coast,US,,,,,,,,,,,,onsite,US,United States - East Coast,,,,,,,,,,in_review,"Title and role family are not provided, employment type is unknown. | rule_review: missing_normalized_title,missing_role_family,too_many_core_fields_missing",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|missing_role_family|too_many_core_fields_missing|sparse_output,low_confidence,4
46,greenhouse,7167997,https://job-boards.greenhouse.io/smartsheet/jobs/7167997,,,,,other,other,,,,Bangalore,IN,,,,,other,,,0,,,,onsite,IN,Bangalore,,unspecified,,,,,,,,in_review,"Title and role family are unknown, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,2
1448,greenhouse,4626981005,https://job-boards.greenhouse.io/aurosglobal/jobs/4626981005,,,,,other,other,,,,Hong Kong,,,,,,other,,,0,,,,onsite,,Hong Kong,unspecified,unspecified,,,,,,,,in_review,"Location and country are specified, but other details are missing. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.500,1,low_confidence|missing_normalized_title|location_without_country,low_confidence,1
1465,greenhouse,5657854,https://job-boards.greenhouse.io/datacamp/jobs/5657854,,,,,other,other,,,,,GB,,,,,other,,,0,,,,,GB,,,unspecified,,,,,,,,in_review,"Title and role family are not specified, experience and employment type are unknown. | rule_review: missing_normalized_title,too_many_core_fields_missing",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|too_many_core_fields_missing,low_confidence,3
429,greenhouse,5912833,https://job-boards.greenhouse.io/canonical/jobs/5912833,,,,,other,other,,,,Home Based - Americas,,,,,,,,,,,,,remote,,Home Based - Americas,unspecified,unspecified,,,,,,,,in_review,"Location is specified as 'Home Based - Americas', which could be interpreted in multiple ways, and other fields are missing. | rule_review: missing_normalized_title,missing_role_family",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title|missing_role_family|location_without_country,low_confidence,2
208,greenhouse,8435398002,https://job-boards.greenhouse.io/gomotive/jobs/8435398002,,,,,other,other,,,,London,GB,,,,,other,,,0,,,,onsite,GB,London,unspecified,unspecified,,,,,,,,in_review,"Title and role family are unknown, experience and education details are missing, employment type is unspecified. | rule_review: missing_normalized_title",ollama,qwen2.5:7b,0.550,1,low_confidence|missing_normalized_title,low_confidence,1
403,greenhouse,6643483,https://job-boards.greenhouse.io/canonical/jobs/6643483,,,,,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in_review,"Pred values are all 'other' or missing, indicating low confidence and ambiguity. | rule_review: missing_normalized_title,missing_role_family,too_many_core_fields_missing",ollama,qwen2.5:7b,0.150,1,low_confidence|missing_normalized_title|missing_role_family|too_many_core_fields_missing|sparse_output,low_confidence,5
